,sofifa_id,short_name,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
7215,243244,H. T?rkmen,CBRB,1500000,1,8000,183,78,Trabzonspor,Turkey,No,37,50,57,68.33333333,47.6,50.4,67.6,66.4,68.33333333,49.16666667
7217,243311,Josep Mart?nez,GK,2300000,1,14000,191,78,RB Leipzig,Spain,No,,,,14.33333333,12,12.8,32.4,38.4,14.33333333,26.33333333
7219,243521,I. Erquiaga,LB,2600000,1,5000,176,72,Club Atl?tico Hurac?n,Argentina,No,47,60,68,64.33333333,57.8,54.2,72.4,56.2,64.33333333,57.66666667
7222,243586,A. El Kaabi,STLW,1200000,1,7000,182,76,Ataka? Hatayspor,Morocco,No,68,56,64,28,66.4,55,69.6,68.4,28,55.66666667
7223,243619,D. Burgzorg,LM,1900000,1,3000,186,76,Heracles Almelo,Netherlands,No,61,57,70,31.66666667,58.4,54.6,74.8,58.4,31.66666667,54
7227,243816,E. I??guez,RBLB,1700000,1,4000,177,70,Club Atl?tico Aldosivi,Argentina,No,30,52,60,68,45.6,46.6,65.4,56,68,53.5
7234,244135,A. Radovanovi?,CB,1300000,1,6000,189,83,KV Kortrijk,Serbia,No,29,47,46,67.66666667,44.4,43.4,42.2,55.4,67.66666667,48.5
7238,244187,A. Mendy,LBLWB,1500000,1,7000,180,75,Clermont Foot 63,Senegal,No,34,62,59,62.66666667,50.6,53.2,66.6,56.8,62.66666667,54.83333333
7241,244363,Daniel Fuzato,GK,1500000,1,11000,190,86,Roma,Brazil,Yes,,,,10.33333333,17.4,14.6,33.4,34.8,10.33333333,26.5
7242,244399,T. Cognat,CMCDMLM,1900000,1,7000,173,67,Servette FC,France,No,60,68,72,62.33333333,55.8,64,78.8,68.4,62.33333333,62.5
7245,244480,H. Magnetti,CDMCM,1800000,1,6000,180,75,Stade Brestois 29,France,No,49,63,69,63.66666667,50.6,61.8,61.8,65.2,63.66666667,63.5
7248,244661,Vitinho,LWBLBRWB,2600000,1,4000,175,73,KSV Cercle Brugge,Brazil,No,40,59,72,63.33333333,43.4,56.2,79.4,65.6,63.33333333,56.83333333
7249,244692,J. Christensen,CM,2600000,1,4000,178,65,FC Nordsj?lland,Denmark,No,56,67,69,66.33333333,57.6,64.8,71.8,64.8,66.33333333,62.83333333
7252,244970,Y. Magnin,CDM,2300000,1,6000,183,71,Clermont Foot 63,France,No,50,61,71,69.66666667,52.4,60.8,67,54.4,69.66666667,60.5
7255,245237,I. Saavedra,CMCDM,2700000,1,5000,172,65,Universidad Cat?lica,Chile,Yes,57,60,70,61,49,56.6,71.4,67.2,61,61.66666667
7256,245247,F. Dom?nguez,RBRWBRM,2600000,1,6000,177,70,Racing Club,Uruguay,No,55,63,71,56.66666667,57.4,60.4,75.8,64.8,56.66666667,57.16666667
7259,245368,G. Yal??n,STLW,2500000,1,15000,184,77,Be?ikta? JK,Turkey,No,71,50,66,18.66666667,60,54.8,70,66.4,18.66666667,45.83333333
7261,245822,D. Alemdar,GK,2400000,1,1000,189,73,Stade Rennais FC,Turkey,No,,,,11,11.4,14.6,43.8,41.6,11,24.5
7265,246118,U. Mera?,LBLWB,1500000,1,14000,178,73,Be?ikta? JK,Turkey,No,42,60,64,65,51.2,56,71,63.2,65,57
7266,246179,D. van Kaam,CDMCM,2600000,1,3000,175,70,FC Groningen,Netherlands,No,56,64,67,66,56.8,63.6,66.4,59.2,66,63
7269,246309,Miguel Lu?s,CM,2700000,1,4000,180,73,Rak?w Cz?stochowa,Portugal,No,63,68,70,59.33333333,62.4,66.4,69,68,59.33333333,64.66666667
7271,246437,Y. Goto,CAMSTCM,1200000,1,2000,171,70,Shimizu S-Pulse,Japan,No,64,67,67,36.33333333,63.8,65.6,76.8,67.8,36.33333333,57.66666667
7274,246679,G. Biancone,RBRWB,2600000,1,5000,187,79,ESTAC Troyes,France,No,47,59,66,64.66666667,50.8,59,63,69.6,64.66666667,57.83333333
7276,246797,K. Nishizawa,LM,1600000,1,2000,171,67,Shimizu S-Pulse,Japan,No,66,68,66,41.33333333,59.8,68,71.8,66.2,41.33333333,61.83333333
7278,246806,Park Il Gyu,GK,650000,1,2000,180,76,Sagan Tosu,Korea Republic,No,,,,13,10.2,17.2,46,41.8,13,27.16666667
7279,246826,T. Watanabe,CB,1600000,1,4000,186,80,FC Tokyo,Japan,No,29,46,53,66,41.2,45.4,58.4,61.4,66,49.33333333
7281,246840,E. Wiemberg,LBCB,1300000,1,2000,178,75,Uni?n La Calera,Chile,No,53,63,68,63.33333333,54.2,61.6,68.2,66.4,63.33333333,57.83333333
7283,246923,J. Ramsey,CAMCM,2900000,1,16000,180,72,Aston Villa,England,No,58,62,71,46,51.4,60.2,67,61.2,46,54.83333333
7284,246974,Diogo Calila,RWBLWB,2600000,1,3000,180,73,Belenenses SAD,Portugal,No,47,57,70,65,51.8,59,71.4,59,65,58.83333333
7285,247027,Ruan,RBRWB,1500000,1,3000,170,66,Orlando City Soccer Club,Brazil,No,31,59,68,62.66666667,45.2,51.2,80.6,54,62.66666667,55.83333333
7287,247086,L. Prip,CFCMST,1700000,1,6000,182,72,Aalborg BK,Denmark,No,67,66,69,46.33333333,60,66.2,73.8,66.8,46.33333333,62.33333333
7288,247180,Abdu Cont?,LB,2600000,1,5000,183,76,Moreirense FC,Portugal,No,46,52,65,65.66666667,52,53,70.2,65.6,65.66666667,54.16666667
7289,247197,Ming Tian,RBRM,1400000,1,5000,180,71,Wuhan FC,China,No,32,56,62,64.66666667,46.4,52.4,72.6,55.4,64.66666667,56.16666667
7291,247229,R. Bellanova,RB,2600000,1,7000,188,78,Cagliari,Italy,No,32,55,62,66.33333333,50.2,49,64.6,48.8,66.33333333,57.33333333
7293,247474,C. Gasper,LB,1600000,1,3000,183,84,Minnesota United FC,United States,No,34,54,63,65.66666667,46.6,47.8,69,60,65.66666667,51.33333333
7298,247888,S. Esposito,STCAM,3100000,1,13000,186,75,FC Basel 1893,Italy,No,67,67,73,36.33333333,65.4,72.6,69,64.8,36.33333333,55.33333333
7303,248106,B. de Nooijer,LB,1700000,1,4000,186,82,FC Farul Constan?a,Netherlands,No,45,58,65,62.33333333,50.4,56.8,76.8,65.4,62.33333333,55
7305,248149,M. Karbownik,LBRB,2500000,1,500,175,65,Olympiacos CFP,Poland,No,41,63,68,61.66666667,52,59.2,72.6,53.6,61.66666667,60.33333333
7307,248729,G. Isaksen,RWRM,2900000,1,9000,178,65,FC Midtjylland,Denmark,No,59,59,71,37,55.8,59.4,77.6,53.2,37,53.66666667
7309,248811,Bruno Louren?o,CAMCFST,2700000,1,3000,179,74,Estoril Praia,Portugal,No,58,70,70,48.66666667,59.4,68.2,67.2,60.8,48.66666667,58.16666667
7313,250961,J. Zirkzee,STCAM,2900000,1,19000,193,89,RSC Anderlecht,Netherlands,No,64,49,67,13.33333333,57,58.6,65.6,65.2,13.33333333,46.66666667
7314,251185,A. M'hamdi,GK,825000,1,5000,192,85,Abha Club,Morocco,No,,,,10.66666667,13.4,15.2,48.2,44.8,10.66666667,25.16666667
7318,251445,Samuel Lino,STRWLW,2700000,1,4000,178,66,Gil Vicente FC,Brazil,No,67,58,73,23,61.4,58.8,75.4,63.8,23,60
7320,251626,M. van Ewijk,RB,2500000,1,3000,175,70,SC Heerenveen,Netherlands,No,35,54,64,65.33333333,47,49.4,76.6,56.4,65.33333333,53.33333333
7321,251779,G. Debeljuh,ST,1800000,1,7000,185,80,CFR Cluj,Croatia,No,66,45,62,19.66666667,58.2,46.4,63,73.2,19.66666667,56.16666667
7322,251818,L. Requena,GK,400000,1,1000,186,80,Club de Deportes Cobresal,Argentina,No,,,,9.666666667,12.6,16.6,59.6,45,9.666666667,30.83333333
7324,251954,C. Summerville,RMLM,2900000,1,15000,174,64,Leeds United,Netherlands,No,61,59,70,23.66666667,55.2,61.2,80.6,54.8,23.66666667,48.16666667
7325,252044,L. Picco,CDMCM,2600000,1,3000,188,79,Arsenal de Sarand?,Argentina,No,50,59,62,65.33333333,51.2,55,53.8,62.4,65.33333333,58.83333333
7327,252081,E. Karde?ler,GK,1100000,1,8000,184,79,Trabzonspor,Turkey,No,,,,10,12,16.8,41,39,10,19
7328,252162,A. Ueda,ST,2500000,1,4000,182,76,Kashima Antlers,Japan,No,67,53,64,22,61,52,70.2,71.2,22,53.5
7330,252291,Pedro Augusto,CDMCMCB,2300000,1,3000,181,75,CD Tondela,Brazil,No,43,61,62,68.33333333,49.8,56.6,64.2,62.4,68.33333333,58.66666667
7332,252448,J. Leweling,RWLWST,2900000,1,8000,184,86,SpVgg Greuther F?rth,Germany,No,59,58,72,28.33333333,59.8,57.2,76.8,63.8,28.33333333,49.5
7334,252495,J. Kami?ski,LMRM,2900000,1,3000,179,68,Lech Pozna?,Poland,No,62,61,67,44.66666667,57.8,56.8,78,58.6,44.66666667,54.83333333
7335,252508,K. Koz?owski,CAMCM,3000000,1,500,178,68,Pogo? Szczecin,Poland,No,55,62,75,60.66666667,57,62.8,76.8,63.6,60.66666667,60.66666667
7337,252594,I. Lihadji,RM,2900000,1,7000,177,70,LOSC Lille,France,Yes,59,62,73,25.66666667,54.4,63.2,75,48.6,25.66666667,51.66666667
7339,253008,K. ?lvarez,RBRM,2600000,1,6000,176,66,Pachuca,Mexico,No,45,56,65,65.33333333,51,52.6,71.4,55,65.33333333,59.5
7341,253100,R. Fulgencio,RMLM,3000000,1,13000,176,65,Tigres U.A.N.L.,Mexico,Yes,54,62,69,55.33333333,54.8,59.6,79.8,60.4,55.33333333,55.16666667
7344,253181,A. Tosin,RM,2700000,1,7000,179,75,FC Z?rich,Nigeria,No,64,56,70,33.33333333,58.2,57.8,81.2,68.8,33.33333333,53
7348,253242,A. Mart?nez,ST,1200000,1,500,180,75,Club Cerro Porte?o,Argentina,No,64,49,64,28,58.6,48.6,61,74.4,28,50.5
7349,253265,B. Olivera,CAMRMLM,1400000,1,5000,169,65,Gallos Blancos de Quer?taro,Uruguay,No,66,69,70,33.33333333,60,70.4,73,67.2,33.33333333,56
7350,253302,M. Cantera,CAMCFCM,1200000,1,550,184,80,Club Nacional de Football,Uruguay,No,65,67,72,39,66.2,67.4,60,65.6,39,64.33333333
7351,253305,Leo Coelho,CB,1100000,1,7000,189,88,Club Atl?tico de San Luis,Brazil,No,43,54,53,69.33333333,49.4,47.6,66,60.2,69.33333333,58.16666667
7353,253463,B. Balc?,RBRMCM,2600000,1,5000,174,69,Antalyaspor,Turkey,No,44,60,66,63.33333333,52.2,57.4,70.8,61.2,63.33333333,57.83333333
7361,253847,W. Aguerre,GK,1000000,1,4000,187,85,Gallos Blancos de Quer?taro,Uruguay,No,,,,12.66666667,15,15.6,55,47.8,12.66666667,34.16666667
7362,253908,M. Luna Diale,RWRMST,2700000,1,6000,173,71,Uni?n de Santa Fe,Argentina,No,64,62,71,46,61,60.4,76.2,59.6,46,59.83333333
7371,254225,Anderson Oliveira,RWLW,2700000,1,4000,171,64,Portimonense SC,Brazil,No,60,60,73,30.66666667,57,58,76,52.2,30.66666667,51.33333333
7373,254258,Nilton Varela,LWB,2500000,1,2000,182,76,Belenenses SAD,Portugal,No,50,58,70,65.66666667,56.8,59.2,71.4,62.4,65.66666667,61.83333333
7374,254267,B. Bia?ek,ST,2900000,1,13000,191,84,VfL Wolfsburg,Poland,No,67,46,64,35.66666667,58.4,48.4,62.6,70.8,35.66666667,52.66666667
7376,254551,G. Mikautadze,STCF,2700000,1,7000,178,72,Seraing,France,No,73,61,72,43,63.2,65.4,76,71.2,43,56.5
7377,254578,D. Ayala,CDM,2900000,1,1000,173,62,Estudiantes de La Plata,Argentina,No,45,62,67,64.33333333,49.2,56.8,74.4,58,64.33333333,58.66666667
7378,254587,M. Esquivel,CMCAM,2700000,1,6000,167,64,Club Atl?tico Lan?s,Argentina,No,66,70,73,55.66666667,58.8,74.2,77.8,67.2,55.66666667,61.16666667
7379,254874,K. Kitazume,RBRM,1100000,1,5000,177,74,Kashiwa Reysol,Japan,No,50,63,63,64.33333333,52,57,68.8,68.8,64.33333333,60
7381,255009,K. Taylor,CM,2900000,1,4000,182,70,Ajax,Netherlands,No,67,72,70,59.33333333,64.6,72.8,67,63.6,59.33333333,64.16666667
7382,255021,J. Sekidika,RMRWRWB,1600000,1,17000,174,68,Oud-Heverlee Leuven,Nigeria,No,61,59,70,43.66666667,55.8,57.2,83,60.8,43.66666667,53.33333333
7383,255043,D. Dike,ST,3000000,1,3000,188,100,Orlando City Soccer Club,United States,No,68,45,62,13.33333333,53.4,46.2,60.8,73.4,13.33333333,50.83333333
7384,255069,Nico Gonz?lez,CMCAM,2900000,1,23000,188,86,FC Barcelona,Spain,No,60,66,66,53,61.6,61,66,65.6,53,62.66666667
7389,255257,Joelson Fernandes,RMLM,3100000,1,2000,172,64,FC Basel 1893,Portugal,No,60,58,76,20.66666667,58.8,63.8,82.8,53.4,20.66666667,54.33333333
7390,255319,J. Candia,STCF,1600000,1,6000,177,73,Club Atl?tico Hurac?n,Uruguay,No,68,58,67,32.33333333,60.8,64.4,70,66.8,32.33333333,56
7391,255400,A. Tanghe,CB,2500000,1,4000,187,70,KV Oostende,Belgium,No,26,51,51,70,43.8,45.2,59.2,50,70,51
7393,255461,Barbero,ST,2700000,1,10000,186,78,CA Osasuna,Spain,No,67,48,64,14.66666667,59.8,47.2,63.2,66.4,14.66666667,47.5
7396,255839,J. Antiste,ST,2600000,1,3000,182,77,Spezia,France,No,69,51,69,14.66666667,59.6,56.4,71.2,66.2,14.66666667,49.5
7397,255886,F. Gerometta,RWBRB,2300000,1,4000,175,72,Gimnasia y Esgrima La Plata,Argentina,No,50,56,68,63.66666667,50.2,55.8,73,59.6,63.66666667,61.83333333
7399,256008,Morato,CB,3000000,1,4000,190,88,SL Benfica,Brazil,No,35,51,59,65.66666667,47.2,48,55.4,58.8,65.66666667,52
7401,256370,G. Ludwigson,CFST,1300000,1,3000,182,75,Hammarby IF,Sweden,No,63,59,66,23.66666667,61,53.8,77.2,72.2,23.66666667,61.33333333
7403,256658,J. Ngankam,STRM,2700000,1,13000,182,80,SpVgg Greuther F?rth,Germany,No,67,59,69,24,63.6,55.6,69.2,66.8,24,55.5
7404,256689,L. Gueye,STRWRM,2700000,1,8000,178,74,FC Metz,Senegal,No,70,64,70,20,64.8,67.6,70.4,62.8,20,52.66666667
7405,256695,N. Boranija?evi?,RBRMRWB,1100000,1,7000,182,70,FC Z?rich,Serbia,No,49,60,64,64,54,55.2,65.6,64.6,64,55.16666667
7407,256781,L. Netz,LBLM,2900000,1,3000,180,83,Borussia M?nchengladbach,Germany,No,43,56,64,66,51,52.2,71,54,66,54
7409,257000,A. Carboni,CBLB,2700000,1,8000,185,80,Cagliari,Italy,No,28,54,61,71.33333333,46.2,49.8,55.8,51.6,71.33333333,51.33333333
7410,257057,A. Onana,CDMCM,2700000,1,6000,195,76,LOSC Lille,Belgium,No,53,61,66,67.66666667,55,59.8,63.2,64.6,67.66666667,58.16666667
7412,257265,Matheus Silva,RB,1800000,1,5000,182,73,Moreirense FC,Brazil,No,43,51,63,65,49.6,48.6,74.6,61.6,65,53
7413,257270,T. Pemb?l?,RBCBRWB,2700000,1,7000,182,76,FC Girondins de Bordeaux,France,No,46,61,69,65,52.2,59,72.8,56.8,65,58.16666667
7414,257338,R. Tesuri,RMLM,1600000,1,5000,166,60,Atl?tico Tucum?n,Argentina,No,64,64,72,37,59.6,68.2,79,57,37,53.83333333
7416,257711,R. Calafiori,LBLM,2700000,1,9000,183,78,Roma,Italy,No,48,49,66,66,47.6,52.4,63.6,65.8,66,56.33333333
7420,258365,Pedro Ferreira,CDMCM,2500000,1,5000,183,79,Aalborg BK,Portugal,No,42,56,61,67,46.8,53.4,62.6,63.4,67,60
7422,258407,B. Soppy,RBCB,2700000,1,3000,181,80,Udinese Calcio,France,No,39,60,65,63.66666667,50.8,56,70.6,64.6,63.66666667,57.66666667
7426,258654,D. Vizinger,ST,2400000,1,7000,181,72,RZ Pellets Wolfsberger AC,Croatia,No,70,54,66,23.66666667,60.6,54.8,69.2,68.2,23.66666667,58.33333333
7427,258728,Jos? Font?n,LBCB,2600000,1,6000,185,76,RC Celta de Vigo,Spain,No,45,56,61,72.33333333,53.4,47.8,61,55.2,72.33333333,52.83333333
7435,259835,Robson,RBCB,1100000,1,500,180,77,Club Atl?tico Palmaflor,Brazil,No,35,53,44,67.66666667,52,44.2,61,59.2,67.66666667,51.16666667
7437,259929,J. ?lvarez,LMLWCM,1400000,1,500,175,62,Montevideo City Torque,Uruguay,No,52,59,72,56,53.6,56.4,71.2,50,56,51.83333333
7438,259953,?. Brun,CMCDM,550000,1,500,186,87,Montevideo City Torque,Uruguay,No,58,61,64,62,51.4,57.4,58.6,60.4,62,58.33333333
7440,260185,K. Iwao,CDMCM,600000,1,2000,175,65,Tokushima Vortis,Japan,No,57,71,62,65,58.6,65.6,61.6,61.6,65,68.33333333
7442,260593,G. Abrego,CMCDM,1900000,1,3000,184,75,Godoy Cruz,Argentina,No,51,66,68,59,51.8,61.6,66.8,67.8,59,61.83333333
7443,260637,Lincoln,STRWLW,2700000,1,4000,180,79,Vissel Kobe,Brazil,No,67,57,71,15.66666667,65,57.2,68.8,68,15.66666667,53.16666667
7445,260823,N. Fagioli,CMCAM,2900000,1,18000,178,72,Juventus,Italy,No,59,70,73,53.66666667,60.4,71.6,68.2,63.4,53.66666667,58.5
7446,260843,A. Zaroury,CFLMRM,2700000,1,5000,176,68,Royal Charleroi S.C.,Belgium,No,64,65,74,22.33333333,61,65,78.8,65,22.33333333,53.66666667
7447,261084,A. Dieng,ST,2700000,1,12000,178,72,Olympique de Marseille,Senegal,No,71,56,67,27.33333333,64.8,56.6,72,63.8,27.33333333,52.66666667
7448,261275,M. Ram?rez,LMST,2700000,1,4000,183,76,Godoy Cruz,Argentina,No,61,56,81,22,55.8,65,78.6,59.8,22,48.83333333
7451,262429,Matheus Costa,CB,1500000,1,4000,188,82,Clube Sport Mar?timo,Brazil,No,29,41,51,67.33333333,41.4,39.8,67.4,56.8,67.33333333,51.16666667
7452,262473,S. El Karouani,LB,2500000,1,3000,178,74,N.E.C. Nijmegen,Netherlands,No,44,60,65,62.66666667,52.8,53.8,73.2,57,62.66666667,57.33333333
7454,262585,S. Biuk,LMLW,3100000,1,500,182,70,Hajduk Split,Croatia,No,59,63,67,32,57.2,58.2,67,60.6,32,54.33333333
7455,262629,F. Ezeh,STLWRW,1800000,1,7000,176,74,Adana Demirspor,Nigeria,No,65,57,72,34.66666667,60.4,59.6,82.2,69.4,34.66666667,52.66666667
7456,262744,M. Bouldini,ST,1700000,1,3000,184,80,Santa Clara,Morocco,No,67,53,67,17,58.2,53.8,70.4,67.2,17,57.16666667
7458,262801,J. Bauman,ST,1200000,1,500,178,74,Independiente del Valle,Argentina,No,66,53,65,25,60.2,52.4,69.4,65.4,25,53.66666667
7459,262932,Henrique,LW,1300000,1,5000,178,64,Clube Sport Mar?timo,Brazil,No,62,58,74,29.66666667,59.8,59.2,81.6,58.8,29.66666667,50.33333333
7461,263072,Filipe Cardoso,CDM,1400000,1,4000,190,85,Clube Sport Mar?timo,Portugal,No,46,62,62,65,56,59.4,56.2,67.2,65,60.5
7465,263389,M. Mimaro?lu,LWST,1300000,1,8000,178,73,Adana Demirspor,Turkey,No,67,62,71,34.66666667,64,67.6,73.4,65.8,34.66666667,57.33333333
7466,263704,Thaciano,CMLMRM,1600000,1,6000,182,74,Altay SK,Brazil,No,66,66,69,55.33333333,60,63.4,68.4,71.4,55.33333333,61.83333333
7467,263929,M. Cancellieri,RWCF,2800000,1,5000,182,78,Hellas Verona,Italy,No,61,62,72,31.33333333,59.4,66.8,76.8,60.4,31.33333333,51.5
7468,264181,?. Gavri?,LMRMCAM,2900000,1,500,181,72,Ferencv?rosi TC,Serbia,No,65,67,66,49.33333333,64,71,65.2,62.4,49.33333333,62.83333333
7469,264268,Alex Nascimento,CB,2500000,1,3000,189,81,Futebol Clube de Famalic?o,Brazil,No,32,49,50,69,45,45.6,55.2,52.6,69,54.66666667
7471,264450,A. Marcus,RW,2700000,1,3000,178,74,Portimonense SC,Nigeria,No,67,58,71,30.33333333,62.2,58,72.4,69.6,30.33333333,56.33333333
7472,264453,M. van de Ven,CBLB,3000000,1,13000,193,89,VfL Wolfsburg,Netherlands,No,43,56,60,67.66666667,54.6,50.2,62.8,61.8,67.66666667,55.66666667
7473,23823,A. Johansson,CB,180000,1,1000,184,72,Halmstads BK,Sweden,No,52,59,61,66.66666667,51.8,60.4,49.8,64.2,66.66666667,64.66666667
7474,52340,M. Mari?,CB,180000,1,3000,188,83,FC Lugano,Switzerland,No,57,49,44,66.33333333,50.8,51,41,62.4,66.33333333,62
7475,124344,?. ?zt?rk,CB,,1,3000,186,80,Altay SK,Turkey,No,43,48,48,66.66666667,50.8,46.8,40.4,62.8,66.66666667,54
7479,142756,P. Toranzo,CAMCM,325000,1,3000,178,73,Club Atl?tico Hurac?n,Argentina,No,64,73,68,54.33333333,63.4,72.4,55.2,60.6,54.33333333,62.66666667
7480,144160,T. Acar,GK,110000,1,2000,187,78,GZT Giresunspor,Turkey,No,,,,21,16.4,21.6,50,48.8,21,33
7481,145014,Juande,CDMCM,350000,1,2000,185,74,Adelaide United,Spain,No,48,61,62,63.66666667,53.8,59,60.8,66,63.66666667,62.16666667
7483,153062,V. Figueroa,CAMCM,325000,1,500,168,63,Sociedad Deportiva Aucas,Argentina,No,69,65,66,42.33333333,63,64.6,68.8,66.4,42.33333333,59.83333333
7487,157804,S. Carson,GK,110000,1,15000,190,86,Manchester City,England,Yes,,,,15,17.8,17.6,42.4,47.8,15,25.83333333
7488,158293,Zheng Zhi,CDMCM,,1,5000,180,75,Guangzhou FC,China,No,64,67,66,65,64.2,66,50.6,55.2,65,72
7489,159904,E. Galudio,GK,700000,1,700,184,77,Deportivo Pasto,Uruguay,No,,,,11,16,16.8,51,45.2,11,32.83333333
7492,164529,D. Moor,CB,180000,1,2000,183,75,Colorado Rapids,United States,Yes,42,59,58,65.66666667,55.4,53.6,44.4,58.2,65.66666667,56.83333333
7499,169596,R. Shawcross,CB,475000,1,3000,191,76,Inter Miami CF,England,Yes,37,47,47,64.66666667,47,43.4,40.6,56.8,64.66666667,53.66666667
7501,171082,S. De Ridder,CMCAMLM,475000,1,5000,179,71,Sint-Truidense VV,Belgium,No,65,67,71,61.66666667,63.8,69.6,67.4,67.4,61.66666667,67.16666667
7503,171490,S. Aresti,GK,110000,1,5000,188,78,Cagliari,Italy,No,,,,16.33333333,19.8,20.2,49.4,42,16.33333333,25.33333333
7505,173165,N. Ravaglia,GK,500000,1,5000,184,84,U.C. Sampdoria,Italy,No,,,,11.66666667,16.4,21.2,38.4,32.4,11.66666667,30.16666667
7506,174669,K. M?czy?ski,CDMCM,350000,1,3000,175,66,?l?sk Wroc?aw,Poland,No,53,67,67,63.33333333,53,66.6,66.2,68.2,63.33333333,64.5
7507,175789,B. Bjarnason,CMCDMCAM,625000,1,6000,183,77,Adana Demirspor,Iceland,No,68,64,67,59.66666667,67.2,56.8,69,74,59.66666667,64.66666667
7508,175934,K. Steppe,GK,500000,1,4000,185,70,Sint-Truidense VV,Belgium,No,,,,13.66666667,18.4,21.6,53,42.8,13.66666667,30.33333333
7509,176061,J. Bornstein,LB,230000,1,2000,173,75,Chicago Fire Football Club,United States,No,53,61,65,68.33333333,57.8,62.6,63.2,66.2,68.33333333,60
7510,176346,Choi Chul Soon,LBRB,375000,1,4000,175,68,Jeonbuk Hyundai Motors,Korea Republic,No,46,62,63,66.33333333,56.8,58.2,68.4,63.2,66.33333333,65.16666667
7511,176599,M. Franco,STLWCF,350000,1,500,180,82,Centro Atl?tico F?nix,Uruguay,No,70,64,67,33.33333333,67.4,66.8,60.4,58,33.33333333,67.33333333
7514,177138,Ilsinho,RMCAM,425000,1,2000,178,85,Philadelphia Union,Brazil,Yes,64,66,76,52,63.6,69.8,62,60.8,52,65
7518,178143,E. Birni?an,GK,500000,1,5000,188,89,?ttifak Holding Konyaspor,Turkey,No,,,,12.66666667,16,17.4,54.8,43.8,12.66666667,30.5
7519,178565,B. Urribarri,LB,375000,1,5000,168,65,Patronato,Argentina,No,45,63,65,61.66666667,48,63,73,64,61.66666667,58.16666667
7524,179984,F. Frans,CB,650000,1,4000,193,80,K Beerschot VA,Belgium,No,40,50,48,68.33333333,47.6,41.2,49.2,57,68.33333333,54.66666667
7527,182096,Zheng Long,RMLM,625000,1,6000,178,71,Dalian Professional Football Club,China,No,59,66,64,42.33333333,55.2,66,68.6,63.6,42.33333333,61.5
7530,182412,Dai Lin,CB,475000,1,6000,190,76,Shandong Taishan,China,No,54,53,56,66,49.2,55.6,58.4,73.4,66,59.16666667
7532,182464,Zhao Mingjian,RB,525000,1,5000,181,80,Shanghai Shenhua FC,China,No,52,62,64,62,58,59,70.4,66.8,62,57.5
7535,182897,S. Bruzzese,GK,500000,1,3000,185,80,KSV Cercle Brugge,Belgium,No,,,,11.66666667,20.4,22.2,44.6,44.4,11.66666667,27.16666667
7536,183228,B. Augustyn,CB,475000,1,4000,191,85,Jagiellonia Bia?ystok,Poland,No,42,48,51,62,48.6,45.2,50,63.8,62,56
7543,184255,K. Sig??rsson,ST,850000,1,2000,187,87,IFK G?teborg,Iceland,No,66,56,65,32.33333333,61.8,57.8,54.8,66.4,32.33333333,62.16666667
7545,184457,R. van Wolfswinkel,STRWCAM,825000,1,4000,185,72,FC Twente,Netherlands,No,67,66,66,34.66666667,67.2,63,63,64.2,34.66666667,61.33333333
7547,184901,Shin Kwang Hoon,RBCB,375000,1,3000,178,73,Pohang Steelers,Korea Republic,No,48,61,63,63,56.8,57.6,69,61.8,63,60
7549,185171,A. Auassar,CDMCM,350000,1,4000,186,80,Sparta Rotterdam,Netherlands,No,63,63,59,62.33333333,54.2,64.4,42.4,73.6,62.33333333,67
7553,186781,K. Kronholm,GK,110000,1,1000,188,83,Chicago Fire Football Club,United States,No,,,,9,16,19.8,40.6,44,9,28.16666667
7554,186950,F. Daprel?,CB,825000,1,4000,183,76,FC Lugano,Switzerland,No,56,61,65,66.33333333,58.8,57,70.2,73,66.33333333,60.66666667
7555,186984,D. Cervantes,CB,700000,1,4000,184,79,Gallos Blancos de Quer?taro,Mexico,No,24,41,53,71.33333333,42.6,35.6,63,51.4,71.33333333,45.16666667
7558,187620,R. van Eijden,CB,475000,1,4000,188,89,N.E.C. Nijmegen,Netherlands,No,31,47,45,66.33333333,39.2,39.6,42,61.2,66.33333333,53.5
7559,188202,Y. Thoelen,GK,675000,1,4000,188,81,KV Mechelen,Belgium,No,,,,16.33333333,15.4,19.4,43,43.2,16.33333333,23.5
7562,188313,Diogo Viana,RMRB,850000,1,3000,174,70,Campionii FC Arges,Portugal,No,59,67,67,51.33333333,56,66.6,70.8,60.2,51.33333333,59
7563,188621,A. Meijers,LB,525000,1,4000,176,77,Sparta Rotterdam,Netherlands,No,55,65,68,64.33333333,58.8,67.8,67.4,69.4,64.33333333,65
7564,188674,M. Pektemek,STLM,825000,1,6000,182,72,Yukatel Kayserispor,Turkey,No,66,65,67,49.66666667,68.2,65.2,66.8,67.6,49.66666667,66
7567,189141,R. S?der,ST,1000000,1,2000,177,71,IFK G?teborg,Sweden,No,67,58,68,29.33333333,60.2,55.2,72.8,66.6,29.33333333,53.16666667
7570,189233,T. Vaiho,GK,500000,1,2000,188,78,Djurg?rdens IF,Sweden,No,,,,15.33333333,15.2,16.8,43.8,46.6,15.33333333,29.16666667
7571,189383,M. Alb?k,CMCDM,825000,1,5000,182,77,S?nderjyskE,Denmark,No,63,68,66,62.33333333,61.4,67.2,59,67.2,62.33333333,66.16666667
