,sofifa_id,short_name,overall,player_positions,value_eur,league_level,wage_eur,height_cm,weight_kg,player_face_url,club_name,nationality_name,real_face,shooting,passing,dribbling,defending,attacking,skill,movement,power,defending,mentality
7207,242596,T. Blackmon,68,"RB, CB",1700000.0,1.0,3000.0,185,81,https://cdn.sofifa.net/players/242/596/22_120.png,Los Angeles FC,United States,Yes,42.0,59.0,67.0,62.333333333333336,54.0,52.4,72.6,61.6,62.333333333333336,56.0
7215,243244,H. Türkmen,68,"CB, RB",1500000.0,1.0,8000.0,183,78,https://cdn.sofifa.net/players/243/244/22_120.png,Trabzonspor,Turkey,No,37.0,50.0,57.0,68.33333333333333,47.6,50.4,67.6,66.4,68.33333333333333,49.166666666666664
7217,243311,Josep Martínez,68,GK,2300000.0,1.0,14000.0,191,78,https://cdn.sofifa.net/players/243/311/22_120.png,RB Leipzig,Spain,No,,,,14.333333333333334,12.0,12.8,32.4,38.4,14.333333333333334,26.333333333333332
7219,243521,I. Erquiaga,68,LB,2600000.0,1.0,5000.0,176,72,https://cdn.sofifa.net/players/243/521/22_120.png,Club Atlético Huracán,Argentina,No,47.0,60.0,68.0,64.33333333333333,57.8,54.2,72.4,56.2,64.33333333333333,57.666666666666664
7222,243586,A. El Kaabi,68,"ST, LW",1200000.0,1.0,7000.0,182,76,https://cdn.sofifa.net/players/243/586/22_120.png,Atakaş Hatayspor,Morocco,No,68.0,56.0,64.0,28.0,66.4,55.0,69.6,68.4,28.0,55.666666666666664
7223,243619,D. Burgzorg,68,LM,1900000.0,1.0,3000.0,186,76,https://cdn.sofifa.net/players/243/619/22_120.png,Heracles Almelo,Netherlands,No,61.0,57.0,70.0,31.666666666666668,58.4,54.6,74.8,58.4,31.666666666666668,54.0
7227,243816,E. Iñíguez,68,"RB, LB",1700000.0,1.0,4000.0,177,70,https://cdn.sofifa.net/players/243/816/22_120.png,Club Atlético Aldosivi,Argentina,No,30.0,52.0,60.0,68.0,45.6,46.6,65.4,56.0,68.0,53.5
7234,244135,A. Radovanović,68,CB,1300000.0,1.0,6000.0,189,83,https://cdn.sofifa.net/players/244/135/22_120.png,KV Kortrijk,Serbia,No,29.0,47.0,46.0,67.66666666666667,44.4,43.4,42.2,55.4,67.66666666666667,48.5
7238,244187,A. Mendy,68,"LB, LWB",1500000.0,1.0,7000.0,180,75,https://cdn.sofifa.net/players/244/187/22_120.png,Clermont Foot 63,Senegal,No,34.0,62.0,59.0,62.666666666666664,50.6,53.2,66.6,56.8,62.666666666666664,54.833333333333336
7241,244363,Daniel Fuzato,68,GK,1500000.0,1.0,11000.0,190,86,https://cdn.sofifa.net/players/244/363/22_120.png,Roma,Brazil,Yes,,,,10.333333333333334,17.4,14.6,33.4,34.8,10.333333333333334,26.5
7242,244399,T. Cognat,68,"CM, CDM, LM",1900000.0,1.0,7000.0,173,67,https://cdn.sofifa.net/players/244/399/22_120.png,Servette FC,France,No,60.0,68.0,72.0,62.333333333333336,55.8,64.0,78.8,68.4,62.333333333333336,62.5
7245,244480,H. Magnetti,68,"CDM, CM",1800000.0,1.0,6000.0,180,75,https://cdn.sofifa.net/players/244/480/22_120.png,Stade Brestois 29,France,No,49.0,63.0,69.0,63.666666666666664,50.6,61.8,61.8,65.2,63.666666666666664,63.5
7248,244661,Vitinho,68,"LWB, LB, RWB",2600000.0,1.0,4000.0,175,73,https://cdn.sofifa.net/players/244/661/22_120.png,KSV Cercle Brugge,Brazil,No,40.0,59.0,72.0,63.333333333333336,43.4,56.2,79.4,65.6,63.333333333333336,56.833333333333336
7249,244692,J. Christensen,68,CM,2600000.0,1.0,4000.0,178,65,https://cdn.sofifa.net/players/244/692/22_120.png,FC Nordsjælland,Denmark,No,56.0,67.0,69.0,66.33333333333333,57.6,64.8,71.8,64.8,66.33333333333333,62.833333333333336
7252,244970,Y. Magnin,68,CDM,2300000.0,1.0,6000.0,183,71,https://cdn.sofifa.net/players/244/970/22_120.png,Clermont Foot 63,France,No,50.0,61.0,71.0,69.66666666666667,52.4,60.8,67.0,54.4,69.66666666666667,60.5
7255,245237,I. Saavedra,68,"CM, CDM",2700000.0,1.0,5000.0,172,65,https://cdn.sofifa.net/players/245/237/22_120.png,Universidad Católica,Chile,Yes,57.0,60.0,70.0,61.0,49.0,56.6,71.4,67.2,61.0,61.666666666666664
7256,245247,F. Domínguez,68,"RB, RWB, RM",2600000.0,1.0,6000.0,177,70,https://cdn.sofifa.net/players/245/247/22_120.png,Racing Club,Uruguay,No,55.0,63.0,71.0,56.666666666666664,57.4,60.4,75.8,64.8,56.666666666666664,57.166666666666664
7259,245368,G. Yalçın,68,"ST, LW",2500000.0,1.0,15000.0,184,77,https://cdn.sofifa.net/players/245/368/22_120.png,Beşiktaş JK,Turkey,No,71.0,50.0,66.0,18.666666666666668,60.0,54.8,70.0,66.4,18.666666666666668,45.833333333333336
7261,245822,D. Alemdar,68,GK,2400000.0,1.0,1000.0,189,73,https://cdn.sofifa.net/players/245/822/22_120.png,Stade Rennais FC,Turkey,No,,,,11.0,11.4,14.6,43.8,41.6,11.0,24.5
7265,246118,U. Meraş,68,"LB, LWB",1500000.0,1.0,14000.0,178,73,https://cdn.sofifa.net/players/246/118/22_120.png,Beşiktaş JK,Turkey,No,42.0,60.0,64.0,65.0,51.2,56.0,71.0,63.2,65.0,57.0
7266,246179,D. van Kaam,68,"CDM, CM",2600000.0,1.0,3000.0,175,70,https://cdn.sofifa.net/players/246/179/22_120.png,FC Groningen,Netherlands,No,56.0,64.0,67.0,66.0,56.8,63.6,66.4,59.2,66.0,63.0
7269,246309,Miguel Luís,68,CM,2700000.0,1.0,4000.0,180,73,https://cdn.sofifa.net/players/246/309/22_120.png,Raków Częstochowa,Portugal,No,63.0,68.0,70.0,59.333333333333336,62.4,66.4,69.0,68.0,59.333333333333336,64.66666666666667
7271,246437,Y. Goto,68,"CAM, ST, CM",1200000.0,1.0,2000.0,171,70,https://cdn.sofifa.net/players/246/437/22_120.png,Shimizu S-Pulse,Japan,No,64.0,67.0,67.0,36.333333333333336,63.8,65.6,76.8,67.8,36.333333333333336,57.666666666666664
7274,246679,G. Biancone,68,"RB, RWB",2600000.0,1.0,5000.0,187,79,https://cdn.sofifa.net/players/246/679/22_120.png,ESTAC Troyes,France,No,47.0,59.0,66.0,64.66666666666667,50.8,59.0,63.0,69.6,64.66666666666667,57.833333333333336
7276,246797,K. Nishizawa,68,LM,1600000.0,1.0,2000.0,171,67,https://cdn.sofifa.net/players/246/797/22_120.png,Shimizu S-Pulse,Japan,No,66.0,68.0,66.0,41.333333333333336,59.8,68.0,71.8,66.2,41.333333333333336,61.833333333333336
7278,246806,Park Il Gyu,68,GK,650000.0,1.0,2000.0,180,76,https://cdn.sofifa.net/players/246/806/22_120.png,Sagan Tosu,Korea Republic,No,,,,13.0,10.2,17.2,46.0,41.8,13.0,27.166666666666668
7279,246826,T. Watanabe,68,CB,1600000.0,1.0,4000.0,186,80,https://cdn.sofifa.net/players/246/826/22_120.png,FC Tokyo,Japan,No,29.0,46.0,53.0,66.0,41.2,45.4,58.4,61.4,66.0,49.333333333333336
7281,246840,E. Wiemberg,68,"LB, CB",1300000.0,1.0,2000.0,178,75,https://cdn.sofifa.net/players/246/840/22_120.png,Unión La Calera,Chile,No,53.0,63.0,68.0,63.333333333333336,54.2,61.6,68.2,66.4,63.333333333333336,57.833333333333336
7283,246923,J. Ramsey,68,"CAM, CM",2900000.0,1.0,16000.0,180,72,https://cdn.sofifa.net/players/246/923/22_120.png,Aston Villa,England,No,58.0,62.0,71.0,46.0,51.4,60.2,67.0,61.2,46.0,54.833333333333336
7284,246974,Diogo Calila,68,"RWB, LWB",2600000.0,1.0,3000.0,180,73,https://cdn.sofifa.net/players/246/974/22_120.png,Belenenses SAD,Portugal,No,47.0,57.0,70.0,65.0,51.8,59.0,71.4,59.0,65.0,58.833333333333336
7285,247027,Ruan,68,"RB, RWB",1500000.0,1.0,3000.0,170,66,https://cdn.sofifa.net/players/247/027/22_120.png,Orlando City Soccer Club,Brazil,No,31.0,59.0,68.0,62.666666666666664,45.2,51.2,80.6,54.0,62.666666666666664,55.833333333333336
7287,247086,L. Prip,68,"CF, CM, ST",1700000.0,1.0,6000.0,182,72,https://cdn.sofifa.net/players/247/086/22_120.png,Aalborg BK,Denmark,No,67.0,66.0,69.0,46.333333333333336,60.0,66.2,73.8,66.8,46.333333333333336,62.333333333333336
7288,247180,Abdu Conté,68,LB,2600000.0,1.0,5000.0,183,76,https://cdn.sofifa.net/players/247/180/22_120.png,Moreirense FC,Portugal,No,46.0,52.0,65.0,65.66666666666667,52.0,53.0,70.2,65.6,65.66666666666667,54.166666666666664
7289,247197,Ming Tian,68,"RB, RM",1400000.0,1.0,5000.0,180,71,https://cdn.sofifa.net/players/247/197/22_120.png,Wuhan FC,China PR,No,32.0,56.0,62.0,64.66666666666667,46.4,52.4,72.6,55.4,64.66666666666667,56.166666666666664
7291,247229,R. Bellanova,68,RB,2600000.0,1.0,7000.0,188,78,https://cdn.sofifa.net/players/247/229/22_120.png,Cagliari,Italy,No,32.0,55.0,62.0,66.33333333333333,50.2,49.0,64.6,48.8,66.33333333333333,57.333333333333336
7293,247474,C. Gasper,68,LB,1600000.0,1.0,3000.0,183,84,https://cdn.sofifa.net/players/247/474/22_120.png,Minnesota United FC,United States,No,34.0,54.0,63.0,65.66666666666667,46.6,47.8,69.0,60.0,65.66666666666667,51.333333333333336
7298,247888,S. Esposito,68,"ST, CAM",3100000.0,1.0,13000.0,186,75,https://cdn.sofifa.net/players/247/888/22_120.png,FC Basel 1893,Italy,No,67.0,67.0,73.0,36.333333333333336,65.4,72.6,69.0,64.8,36.333333333333336,55.333333333333336
7303,248106,B. de Nooijer,68,LB,1700000.0,1.0,4000.0,186,82,https://cdn.sofifa.net/players/248/106/22_120.png,FC Farul Constanța,Netherlands,No,45.0,58.0,65.0,62.333333333333336,50.4,56.8,76.8,65.4,62.333333333333336,55.0
7305,248149,M. Karbownik,68,"LB, RB",2500000.0,1.0,500.0,175,65,https://cdn.sofifa.net/players/248/149/22_120.png,Olympiacos CFP,Poland,No,41.0,63.0,68.0,61.666666666666664,52.0,59.2,72.6,53.6,61.666666666666664,60.333333333333336
7307,248729,G. Isaksen,68,"RW, RM",2900000.0,1.0,9000.0,178,65,https://cdn.sofifa.net/players/248/729/22_120.png,FC Midtjylland,Denmark,No,59.0,59.0,71.0,37.0,55.8,59.4,77.6,53.2,37.0,53.666666666666664
7309,248811,Bruno Lourenço,68,"CAM, CF, ST",2700000.0,1.0,3000.0,179,74,https://cdn.sofifa.net/players/248/811/22_120.png,Estoril Praia,Portugal,No,58.0,70.0,70.0,48.666666666666664,59.4,68.2,67.2,60.8,48.666666666666664,58.166666666666664
7313,250961,J. Zirkzee,68,"ST, CAM",2900000.0,1.0,19000.0,193,89,https://cdn.sofifa.net/players/250/961/22_120.png,RSC Anderlecht,Netherlands,No,64.0,49.0,67.0,13.333333333333334,57.0,58.6,65.6,65.2,13.333333333333334,46.666666666666664
7314,251185,A. M'hamdi,68,GK,825000.0,1.0,5000.0,192,85,https://cdn.sofifa.net/players/251/185/22_120.png,Abha Club,Morocco,No,,,,10.666666666666666,13.4,15.2,48.2,44.8,10.666666666666666,25.166666666666668
7318,251445,Samuel Lino,68,"ST, RW, LW",2700000.0,1.0,4000.0,178,66,https://cdn.sofifa.net/players/251/445/22_120.png,Gil Vicente FC,Brazil,No,67.0,58.0,73.0,23.0,61.4,58.8,75.4,63.8,23.0,60.0
7320,251626,M. van Ewijk,68,RB,2500000.0,1.0,3000.0,175,70,https://cdn.sofifa.net/players/251/626/22_120.png,SC Heerenveen,Netherlands,No,35.0,54.0,64.0,65.33333333333333,47.0,49.4,76.6,56.4,65.33333333333333,53.333333333333336
7321,251779,G. Debeljuh,68,ST,1800000.0,1.0,7000.0,185,80,https://cdn.sofifa.net/players/251/779/22_120.png,CFR Cluj,Croatia,No,66.0,45.0,62.0,19.666666666666668,58.2,46.4,63.0,73.2,19.666666666666668,56.166666666666664
7322,251818,L. Requena,68,GK,400000.0,1.0,1000.0,186,80,https://cdn.sofifa.net/players/251/818/22_120.png,Club de Deportes Cobresal,Argentina,No,,,,9.666666666666666,12.6,16.6,59.6,45.0,9.666666666666666,30.833333333333332
7324,251954,C. Summerville,68,"RM, LM",2900000.0,1.0,15000.0,174,64,https://cdn.sofifa.net/players/251/954/22_120.png,Leeds United,Netherlands,No,61.0,59.0,70.0,23.666666666666668,55.2,61.2,80.6,54.8,23.666666666666668,48.166666666666664
7325,252044,L. Picco,68,"CDM, CM",2600000.0,1.0,3000.0,188,79,https://cdn.sofifa.net/players/252/044/22_120.png,Arsenal de Sarandí,Argentina,No,50.0,59.0,62.0,65.33333333333333,51.2,55.0,53.8,62.4,65.33333333333333,58.833333333333336
7327,252081,E. Kardeşler,68,GK,1100000.0,1.0,8000.0,184,79,https://cdn.sofifa.net/players/252/081/22_120.png,Trabzonspor,Turkey,No,,,,10.0,12.0,16.8,41.0,39.0,10.0,19.0
7328,252162,A. Ueda,68,ST,2500000.0,1.0,4000.0,182,76,https://cdn.sofifa.net/players/252/162/22_120.png,Kashima Antlers,Japan,No,67.0,53.0,64.0,22.0,61.0,52.0,70.2,71.2,22.0,53.5
7330,252291,Pedro Augusto,68,"CDM, CM, CB",2300000.0,1.0,3000.0,181,75,https://cdn.sofifa.net/players/252/291/22_120.png,CD Tondela,Brazil,No,43.0,61.0,62.0,68.33333333333333,49.8,56.6,64.2,62.4,68.33333333333333,58.666666666666664
7332,252448,J. Leweling,68,"RW, LW, ST",2900000.0,1.0,8000.0,184,86,https://cdn.sofifa.net/players/252/448/22_120.png,SpVgg Greuther Fürth,Germany,No,59.0,58.0,72.0,28.333333333333332,59.8,57.2,76.8,63.8,28.333333333333332,49.5
7334,252495,J. Kamiński,68,"LM, RM",2900000.0,1.0,3000.0,179,68,https://cdn.sofifa.net/players/252/495/22_120.png,Lech Poznań,Poland,No,62.0,61.0,67.0,44.666666666666664,57.8,56.8,78.0,58.6,44.666666666666664,54.833333333333336
7335,252508,K. Kozłowski,68,"CAM, CM",3000000.0,1.0,500.0,178,68,https://cdn.sofifa.net/players/252/508/22_120.png,Pogoń Szczecin,Poland,No,55.0,62.0,75.0,60.666666666666664,57.0,62.8,76.8,63.6,60.666666666666664,60.666666666666664
7337,252594,I. Lihadji,68,RM,2900000.0,1.0,7000.0,177,70,https://cdn.sofifa.net/players/252/594/22_120.png,LOSC Lille,France,Yes,59.0,62.0,73.0,25.666666666666668,54.4,63.2,75.0,48.6,25.666666666666668,51.666666666666664
7339,253008,K. Álvarez,68,"RB, RM",2600000.0,1.0,6000.0,176,66,https://cdn.sofifa.net/players/253/008/22_120.png,Pachuca,Mexico,No,45.0,56.0,65.0,65.33333333333333,51.0,52.6,71.4,55.0,65.33333333333333,59.5
7341,253100,R. Fulgencio,68,"RM, LM",3000000.0,1.0,13000.0,176,65,https://cdn.sofifa.net/players/253/100/22_120.png,Tigres U.A.N.L.,Mexico,Yes,54.0,62.0,69.0,55.333333333333336,54.8,59.6,79.8,60.4,55.333333333333336,55.166666666666664
7344,253181,A. Tosin,68,RM,2700000.0,1.0,7000.0,179,75,https://cdn.sofifa.net/players/253/181/22_120.png,FC Zürich,Nigeria,No,64.0,56.0,70.0,33.333333333333336,58.2,57.8,81.2,68.8,33.333333333333336,53.0
7348,253242,A. Martínez,68,ST,1200000.0,1.0,500.0,180,75,https://cdn.sofifa.net/players/253/242/22_120.png,Club Cerro Porteño,Argentina,No,64.0,49.0,64.0,28.0,58.6,48.6,61.0,74.4,28.0,50.5
7349,253265,B. Olivera,68,"CAM, RM, LM",1400000.0,1.0,5000.0,169,65,https://cdn.sofifa.net/players/253/265/22_120.png,Gallos Blancos de Querétaro,Uruguay,No,66.0,69.0,70.0,33.333333333333336,60.0,70.4,73.0,67.2,33.333333333333336,56.0
7350,253302,M. Cantera,68,"CAM, CF, CM",1200000.0,1.0,550.0,184,80,https://cdn.sofifa.net/players/253/302/22_120.png,Club Nacional de Football,Uruguay,No,65.0,67.0,72.0,39.0,66.2,67.4,60.0,65.6,39.0,64.33333333333333
7351,253305,Leo Coelho,68,CB,1100000.0,1.0,7000.0,189,88,https://cdn.sofifa.net/players/253/305/22_120.png,Club Atlético de San Luis,Brazil,No,43.0,54.0,53.0,69.33333333333333,49.4,47.6,66.0,60.2,69.33333333333333,58.166666666666664
7353,253463,B. Balcı,68,"RB, RM, CM",2600000.0,1.0,5000.0,174,69,https://cdn.sofifa.net/players/253/463/22_120.png,Antalyaspor,Turkey,No,44.0,60.0,66.0,63.333333333333336,52.2,57.4,70.8,61.2,63.333333333333336,57.833333333333336
7361,253847,W. Aguerre,68,GK,1000000.0,1.0,4000.0,187,85,https://cdn.sofifa.net/players/253/847/22_120.png,Gallos Blancos de Querétaro,Uruguay,No,,,,12.666666666666666,15.0,15.6,55.0,47.8,12.666666666666666,34.166666666666664
7362,253908,M. Luna Diale,68,"RW, RM, ST",2700000.0,1.0,6000.0,173,71,https://cdn.sofifa.net/players/253/908/22_120.png,Unión de Santa Fe,Argentina,No,64.0,62.0,71.0,46.0,61.0,60.4,76.2,59.6,46.0,59.833333333333336
7371,254225,Anderson Oliveira,68,"RW, LW",2700000.0,1.0,4000.0,171,64,https://cdn.sofifa.net/players/254/225/22_120.png,Portimonense SC,Brazil,No,60.0,60.0,73.0,30.666666666666668,57.0,58.0,76.0,52.2,30.666666666666668,51.333333333333336
7373,254258,Nilton Varela,68,LWB,2500000.0,1.0,2000.0,182,76,https://cdn.sofifa.net/players/254/258/22_120.png,Belenenses SAD,Portugal,No,50.0,58.0,70.0,65.66666666666667,56.8,59.2,71.4,62.4,65.66666666666667,61.833333333333336
7374,254267,B. Białek,68,ST,2900000.0,1.0,13000.0,191,84,https://cdn.sofifa.net/players/254/267/22_120.png,VfL Wolfsburg,Poland,No,67.0,46.0,64.0,35.666666666666664,58.4,48.4,62.6,70.8,35.666666666666664,52.666666666666664
7376,254551,G. Mikautadze,68,"ST, CF",2700000.0,1.0,7000.0,178,72,https://cdn.sofifa.net/players/254/551/22_120.png,Seraing,France,No,73.0,61.0,72.0,43.0,63.2,65.4,76.0,71.2,43.0,56.5
7377,254578,D. Ayala,68,CDM,2900000.0,1.0,1000.0,173,62,https://cdn.sofifa.net/players/254/578/22_120.png,Estudiantes de La Plata,Argentina,No,45.0,62.0,67.0,64.33333333333333,49.2,56.8,74.4,58.0,64.33333333333333,58.666666666666664
7378,254587,M. Esquivel,68,"CM, CAM",2700000.0,1.0,6000.0,167,64,https://cdn.sofifa.net/players/254/587/22_120.png,Club Atlético Lanús,Argentina,No,66.0,70.0,73.0,55.666666666666664,58.8,74.2,77.8,67.2,55.666666666666664,61.166666666666664
7379,254874,K. Kitazume,68,"RB, RM",1100000.0,1.0,5000.0,177,74,https://cdn.sofifa.net/players/254/874/22_120.png,Kashiwa Reysol,Japan,No,50.0,63.0,63.0,64.33333333333333,52.0,57.0,68.8,68.8,64.33333333333333,60.0
7381,255009,K. Taylor,68,CM,2900000.0,1.0,4000.0,182,70,https://cdn.sofifa.net/players/255/009/22_120.png,Ajax,Netherlands,No,67.0,72.0,70.0,59.333333333333336,64.6,72.8,67.0,63.6,59.333333333333336,64.16666666666667
7382,255021,J. Sekidika,68,"RM, RW, RWB",1600000.0,1.0,17000.0,174,68,https://cdn.sofifa.net/players/255/021/22_120.png,Oud-Heverlee Leuven,Nigeria,No,61.0,59.0,70.0,43.666666666666664,55.8,57.2,83.0,60.8,43.666666666666664,53.333333333333336
7383,255043,D. Dike,68,ST,3000000.0,1.0,3000.0,188,100,https://cdn.sofifa.net/players/255/043/22_120.png,Orlando City Soccer Club,United States,No,68.0,45.0,62.0,13.333333333333334,53.4,46.2,60.8,73.4,13.333333333333334,50.833333333333336
7384,255069,Nico González,68,"CM, CAM",2900000.0,1.0,23000.0,188,86,https://cdn.sofifa.net/players/255/069/22_120.png,FC Barcelona,Spain,No,60.0,66.0,66.0,53.0,61.6,61.0,66.0,65.6,53.0,62.666666666666664
7389,255257,Joelson Fernandes,68,"RM, LM",3100000.0,1.0,2000.0,172,64,https://cdn.sofifa.net/players/255/257/22_120.png,FC Basel 1893,Portugal,No,60.0,58.0,76.0,20.666666666666668,58.8,63.8,82.8,53.4,20.666666666666668,54.333333333333336
7390,255319,J. Candia,68,"ST, CF",1600000.0,1.0,6000.0,177,73,https://cdn.sofifa.net/players/255/319/22_120.png,Club Atlético Huracán,Uruguay,No,68.0,58.0,67.0,32.333333333333336,60.8,64.4,70.0,66.8,32.333333333333336,56.0
7391,255400,A. Tanghe,68,CB,2500000.0,1.0,4000.0,187,70,https://cdn.sofifa.net/players/255/400/22_120.png,KV Oostende,Belgium,No,26.0,51.0,51.0,70.0,43.8,45.2,59.2,50.0,70.0,51.0
7393,255461,Barbero,68,ST,2700000.0,1.0,10000.0,186,78,https://cdn.sofifa.net/players/255/461/22_120.png,CA Osasuna,Spain,No,67.0,48.0,64.0,14.666666666666666,59.8,47.2,63.2,66.4,14.666666666666666,47.5
7396,255839,J. Antiste,68,ST,2600000.0,1.0,3000.0,182,77,https://cdn.sofifa.net/players/255/839/22_120.png,Spezia,France,No,69.0,51.0,69.0,14.666666666666666,59.6,56.4,71.2,66.2,14.666666666666666,49.5
7397,255886,F. Gerometta,68,"RWB, RB",2300000.0,1.0,4000.0,175,72,https://cdn.sofifa.net/players/255/886/22_120.png,Gimnasia y Esgrima La Plata,Argentina,No,50.0,56.0,68.0,63.666666666666664,50.2,55.8,73.0,59.6,63.666666666666664,61.833333333333336
7399,256008,Morato,68,CB,3000000.0,1.0,4000.0,190,88,https://cdn.sofifa.net/players/256/008/22_120.png,SL Benfica,Brazil,No,35.0,51.0,59.0,65.66666666666667,47.2,48.0,55.4,58.8,65.66666666666667,52.0
7401,256370,G. Ludwigson,68,"CF, ST",1300000.0,1.0,3000.0,182,75,https://cdn.sofifa.net/players/256/370/22_120.png,Hammarby IF,Sweden,No,63.0,59.0,66.0,23.666666666666668,61.0,53.8,77.2,72.2,23.666666666666668,61.333333333333336
7403,256658,J. Ngankam,68,"ST, RM",2700000.0,1.0,13000.0,182,80,https://cdn.sofifa.net/players/256/658/22_120.png,SpVgg Greuther Fürth,Germany,No,67.0,59.0,69.0,24.0,63.6,55.6,69.2,66.8,24.0,55.5
7404,256689,L. Gueye,68,"ST, RW, RM",2700000.0,1.0,8000.0,178,74,https://cdn.sofifa.net/players/256/689/22_120.png,FC Metz,Senegal,No,70.0,64.0,70.0,20.0,64.8,67.6,70.4,62.8,20.0,52.666666666666664
7405,256695,N. Boranijašević,68,"RB, RM, RWB",1100000.0,1.0,7000.0,182,70,https://cdn.sofifa.net/players/256/695/22_120.png,FC Zürich,Serbia,No,49.0,60.0,64.0,64.0,54.0,55.2,65.6,64.6,64.0,55.166666666666664
7407,256781,L. Netz,68,"LB, LM",2900000.0,1.0,3000.0,180,83,https://cdn.sofifa.net/players/256/781/22_120.png,Borussia Mönchengladbach,Germany,No,43.0,56.0,64.0,66.0,51.0,52.2,71.0,54.0,66.0,54.0
7409,257000,A. Carboni,68,"CB, LB",2700000.0,1.0,8000.0,185,80,https://cdn.sofifa.net/players/257/000/22_120.png,Cagliari,Italy,No,28.0,54.0,61.0,71.33333333333333,46.2,49.8,55.8,51.6,71.33333333333333,51.333333333333336
7410,257057,A. Onana,68,"CDM, CM",2700000.0,1.0,6000.0,195,76,https://cdn.sofifa.net/players/257/057/22_120.png,LOSC Lille,Belgium,No,53.0,61.0,66.0,67.66666666666667,55.0,59.8,63.2,64.6,67.66666666666667,58.166666666666664
7412,257265,Matheus Silva,68,RB,1800000.0,1.0,5000.0,182,73,https://cdn.sofifa.net/players/257/265/22_120.png,Moreirense FC,Brazil,No,43.0,51.0,63.0,65.0,49.6,48.6,74.6,61.6,65.0,53.0
7413,257270,T. Pembélé,68,"RB, CB, RWB",2700000.0,1.0,7000.0,182,76,https://cdn.sofifa.net/players/257/270/22_120.png,FC Girondins de Bordeaux,France,No,46.0,61.0,69.0,65.0,52.2,59.0,72.8,56.8,65.0,58.166666666666664
7414,257338,R. Tesuri,68,"RM, LM",1600000.0,1.0,5000.0,166,60,https://cdn.sofifa.net/players/257/338/22_120.png,Atlético Tucumán,Argentina,No,64.0,64.0,72.0,37.0,59.6,68.2,79.0,57.0,37.0,53.833333333333336
7416,257711,R. Calafiori,68,"LB, LM",2700000.0,1.0,9000.0,183,78,https://cdn.sofifa.net/players/257/711/22_120.png,Roma,Italy,No,48.0,49.0,66.0,66.0,47.6,52.4,63.6,65.8,66.0,56.333333333333336
7420,258365,Pedro Ferreira,68,"CDM, CM",2500000.0,1.0,5000.0,183,79,https://cdn.sofifa.net/players/258/365/22_120.png,Aalborg BK,Portugal,No,42.0,56.0,61.0,67.0,46.8,53.4,62.6,63.4,67.0,60.0
7422,258407,B. Soppy,68,"RB, CB",2700000.0,1.0,3000.0,181,80,https://cdn.sofifa.net/players/258/407/22_120.png,Udinese Calcio,France,No,39.0,60.0,65.0,63.666666666666664,50.8,56.0,70.6,64.6,63.666666666666664,57.666666666666664
7426,258654,D. Vizinger,68,ST,2400000.0,1.0,7000.0,181,72,https://cdn.sofifa.net/players/258/654/22_120.png,RZ Pellets Wolfsberger AC,Croatia,No,70.0,54.0,66.0,23.666666666666668,60.6,54.8,69.2,68.2,23.666666666666668,58.333333333333336
7427,258728,José Fontán,68,"LB, CB",2600000.0,1.0,6000.0,185,76,https://cdn.sofifa.net/players/258/728/22_120.png,RC Celta de Vigo,Spain,No,45.0,56.0,61.0,72.33333333333333,53.4,47.8,61.0,55.2,72.33333333333333,52.833333333333336
7435,259835,Robson,68,"RB, CB",1100000.0,1.0,500.0,180,77,https://cdn.sofifa.net/players/259/835/22_120.png,Club Atlético Palmaflor,Brazil,No,35.0,53.0,44.0,67.66666666666667,52.0,44.2,61.0,59.2,67.66666666666667,51.166666666666664
7437,259929,J. Álvarez,68,"LM, LW, CM",1400000.0,1.0,500.0,175,62,https://cdn.sofifa.net/players/259/929/22_120.png,Montevideo City Torque,Uruguay,No,52.0,59.0,72.0,56.0,53.6,56.4,71.2,50.0,56.0,51.833333333333336
7438,259953,Á. Brun,68,"CM, CDM",550000.0,1.0,500.0,186,87,https://cdn.sofifa.net/players/259/953/22_120.png,Montevideo City Torque,Uruguay,No,58.0,61.0,64.0,62.0,51.4,57.4,58.6,60.4,62.0,58.333333333333336
7440,260185,K. Iwao,68,"CDM, CM",600000.0,1.0,2000.0,175,65,https://cdn.sofifa.net/players/260/185/22_120.png,Tokushima Vortis,Japan,No,57.0,71.0,62.0,65.0,58.6,65.6,61.6,61.6,65.0,68.33333333333333
7442,260593,G. Abrego,68,"CM, CDM",1900000.0,1.0,3000.0,184,75,https://cdn.sofifa.net/players/260/593/22_120.png,Godoy Cruz,Argentina,No,51.0,66.0,68.0,59.0,51.8,61.6,66.8,67.8,59.0,61.833333333333336
7443,260637,Lincoln,68,"ST, RW, LW",2700000.0,1.0,4000.0,180,79,https://cdn.sofifa.net/players/260/637/22_120.png,Vissel Kobe,Brazil,No,67.0,57.0,71.0,15.666666666666666,65.0,57.2,68.8,68.0,15.666666666666666,53.166666666666664
7445,260823,N. Fagioli,68,"CM, CAM",2900000.0,1.0,18000.0,178,72,https://cdn.sofifa.net/players/260/823/22_120.png,Juventus,Italy,No,59.0,70.0,73.0,53.666666666666664,60.4,71.6,68.2,63.4,53.666666666666664,58.5
7446,260843,A. Zaroury,68,"CF, LM, RM",2700000.0,1.0,5000.0,176,68,https://cdn.sofifa.net/players/260/843/22_120.png,Royal Charleroi S.C.,Belgium,No,64.0,65.0,74.0,22.333333333333332,61.0,65.0,78.8,65.0,22.333333333333332,53.666666666666664
